========== State after 64 simulations ==========
@[R1[4](78)] ==> [R1[4](78)] -log10(p) = 6.725810 --> LEAKAGE
@[R3[26](51743)] ==> [R3[26](51743)] -log10(p) = 52.258849 --> LEAKAGE
@[R1[4](74)] ==> [R1[4](74)] -log10(p) = 52.823273 --> LEAKAGE
@[R10[5](90)] ==> [R10[5](90)] -log10(p) = 52.823273 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 53.391234 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 53.391234 --> LEAKAGE

========== State after 512 simulations ==========
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](1810)] ==> [R8[2](1810)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 59.833688 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 59.833688 --> LEAKAGE
@[R10[5](90)] ==> [R10[5](90)] -log10(p) = 60.401588 --> LEAKAGE

========== State after 576 simulations ==========
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 68.741254 --> LEAKAGE
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 68.741254 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 69.316465 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 69.316465 --> LEAKAGE

========== State after 640 simulations ==========
@[R8[2](1810)] ==> [R8[2](1810)] -log10(p) = 74.424874 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 74.424874 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 74.424874 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 74.424874 --> LEAKAGE
@[R1[4](50000)] ==> [R1[4](50000)] -log10(p) = 74.984600 --> LEAKAGE
@[R3[4](51736)] ==> [R3[4](51736)] -log10(p) = 74.984600 --> LEAKAGE
@[R3[12](51737)] ==> [R3[12](51737)] -log10(p) = 74.984600 --> LEAKAGE
@[R3[4](51749)] ==> [R3[4](51749)] -log10(p) = 74.984600 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 76.111433 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 76.111433 --> LEAKAGE

========== State after 704 simulations ==========
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 82.370055 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 82.370055 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 82.370055 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 82.370055 --> LEAKAGE
@[R1[4](50000)] ==> [R1[4](50000)] -log10(p) = 83.503870 --> LEAKAGE
@[R3[4](51736)] ==> [R3[4](51736)] -log10(p) = 83.503870 --> LEAKAGE
@[R3[12](51737)] ==> [R3[12](51737)] -log10(p) = 83.503870 --> LEAKAGE
@[R3[4](51749)] ==> [R3[4](51749)] -log10(p) = 83.503870 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 84.074203 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 84.074203 --> LEAKAGE

========== State after 768 simulations ==========
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 86.974275 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 86.974275 --> LEAKAGE
@[R1[4](50000)] ==> [R1[4](50000)] -log10(p) = 87.524202 --> LEAKAGE
@[R3[4](51736)] ==> [R3[4](51736)] -log10(p) = 87.524202 --> LEAKAGE
@[R3[12](51737)] ==> [R3[12](51737)] -log10(p) = 87.524202 --> LEAKAGE
@[R3[4](51749)] ==> [R3[4](51749)] -log10(p) = 87.524202 --> LEAKAGE
@[R1[3](50854)] ==> [R1[3](50854)] -log10(p) = 89.743769 --> LEAKAGE
@[R3[3](51741)] ==> [R3[3](51741)] -log10(p) = 89.743769 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 91.429759 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 91.429759 --> LEAKAGE

========== State after 832 simulations ==========
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 93.989225 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 93.989225 --> LEAKAGE
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 93.989225 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 93.989225 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 93.989225 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 93.989225 --> LEAKAGE
@[R1[3](50854)] ==> [R1[3](50854)] -log10(p) = 95.077732 --> LEAKAGE
@[R3[3](51741)] ==> [R3[3](51741)] -log10(p) = 95.077732 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 96.173445 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 96.173445 --> LEAKAGE

========== State after 896 simulations ==========
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 102.451772 --> LEAKAGE
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 102.451772 --> LEAKAGE
@[R1[7](51586)] ==> [R1[7](51586)] -log10(p) = 102.998852 --> LEAKAGE
@[R3[23](51743)] ==> [R3[23](51743)] -log10(p) = 102.998852 --> LEAKAGE

========== State after 960 simulations ==========
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](1810)] ==> [R8[2](1810)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 110.206080 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 110.206080 --> LEAKAGE

========== State after 1024 simulations ==========
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 119.816873 --> LEAKAGE
@[R8[2](1810)] ==> [R8[2](1810)] -log10(p) = 119.816873 --> LEAKAGE

========== State after 1088 simulations ==========
@[R8[2](1337)] ==> [R8[2](1337)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](263)] ==> [R8[2](263)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](1996)] ==> [R8[2](1996)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](1810)] ==> [R8[2](1810)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](736)] ==> [R8[2](736)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](155)] ==> [R8[2](155)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](800)] ==> [R8[2](800)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](1935)] ==> [R8[2](1935)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](1874)] ==> [R8[2](1874)] -log10(p) = 125.684325 --> LEAKAGE
@[R8[2](1273)] ==> [R8[2](1273)] -log10(p) = 125.684325 --> LEAKAGE

